ID,Molecule ChEMBL ID,Molecular Weight,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pIC50
1175,CHEMBL4087554,307.35,CC(C)C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccccc1,IC50,=',50,nM,"8,301,029,996"
1176,CHEMBL45072,355.48,O=C1NC(=O)c2c1c1c(c3[nH]c4ccc(-c5csc(CNC6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)n5)cc4c23)CCC1,IC50,=',50,nM,"8,301,029,996"
1177,CHEMBL4545981,505.55,Cc1c(CN2CCN(C(=O)c3cc4cccc(C(N)=O)c4o3)CC2)sc2c(N3CCOCC3)nc(-c3cccc4[nH]ncc34)nc12,IC50,=',50,nM,"8,301,029,996"
1178,CHEMBL5091323,301.39,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2cc(C(F)(F)F)ccn2)CC1,IC50,=',50,nM,"8,301,029,996"
1179,CHEMBL4859306,307.35,O=C(c1cccc(C(F)(F)F)c1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,IC50,=',50,nM,"8,301,029,996"
1180,CHEMBL3291316,271.36,COc1ccc2[nH]c(=O)c3c(c2c1)N(C)CCC3,IC50,=',50,nM,"8,301,029,996"
1181,CHEMBL5080395,438.5,CC(C)C(=O)N1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1C,IC50,=',50.35,nM,"8,298,000,525"
1182,CHEMBL4786867,472.5,COC1CCN(C(=O)c2ccc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc2)CC1,IC50,=',50.7,nM,"8,294,992,041"
1183,CHEMBL551812,470.46,CN(C)CC(=O)NCCc1c[nH]c2ccc3c(c12)CCNC3=O,IC50,=',51,nM,"8,292,429,824"
1184,CHEMBL481511,398.47,NCCOc1c(-c2ccc(F)c(F)c2)[nH]c(=O)c2cc(F)ccc12,IC50,=',51,nM,"8,292,429,824"
1185,CHEMBL4167934,424.5,NC(=O)c1cccc2[nH]c(-c3ccc(-c4cncc(CN5CCCC5)c4)cc3)nc12,IC50,=',51,nM,"8,292,429,824"
1186,CHEMBL250850,332.82,Cc1cc(Cc2ccc(F)c(C(=O)N3CCc4cccc5c4C3CNC5=O)c2)n[nH]c1=O,IC50,=',51,nM,"8,292,429,824"
1187,CHEMBL4546114,415.84,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCC(c4ccccc4)CC3)c(O)cc(O)c12,IC50,=',51,nM,"8,292,429,824"
1188,CHEMBL3649766,402.48,CN1N=C2CC(C)(C)Cc3c2c2c(cccc2n3C)C1=O,IC50,=',51,nM,"8,292,429,824"
1189,CHEMBL4740356,405.47,CC(C)(C)C1NCCc2cc(-c3cnn4c(C(N)=O)cc(Cl)c4c3)sc21,IC50,=',51.4,nM,"8,289,036,881"
1190,CHEMBL1164165,462.48,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4ncncn4)CC3)cc1)C2=O,IC50,=',51.4,nM,"8,289,036,881"
1191,CHEMBL2323542,448.57,O=C(CCN1CCc2cccc3c2C1CNC3=O)NCC(=O)N1CCN(c2ccccn2)CC1,IC50,=',52,nM,"8,283,996,656"
1192,CHEMBL4075239,454.51,CC(C)(C)c1ccc(Cn2cc(/C=C3\SC(=O)NC3=O)c3ccccc32)cc1,IC50,=',52,nM,"8,283,996,656"
1193,CHEMBL3644562,484.58,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCC(Cc3ccccc3)CC1)N2,IC50,=',52,nM,"8,283,996,656"
1194,CHEMBL2419698,529.45,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2nc3c(c(=O)[nH]2)COCC3)Cc2cccs2)CC1,IC50,=',52,nM,"8,283,996,656"
1195,CHEMBL3593997,517.56,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCN(C2CCCCC2)CC1,IC50,=',52.2,nM,"8,282,329,497"
1196,CHEMBL3663638,351.3,NC(=O)c1cccc2[nH]n(C3CCN(C4CCCCC4)CC3)c(=O)c12,IC50,=',52.48,nM,"8,280,006,174"
1197,CHEMBL593828,287.75,CNCc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1OC,IC50,=',52.5,nM,"8,279,840,697"
1198,CHEMBL195402,406.55,O=C1CCC(=O)N1c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,IC50,=',53,nM,"827,572,413"
1199,CHEMBL4548930,340.43,O=C(CCCn1nc(-c2ccccc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,IC50,=',53,nM,"827,572,413"
1200,CHEMBL4776820,455.47,CN1CCN(Cc2ccc(C3Nc4cccc5c(=O)[nH]nc(c45)C3c3ccccc3)cc2)CC1,IC50,=',53.7,nM,"8,270,025,714"
1201,CHEMBL3644565,416.46,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(c3ccc(Cl)cc3)CC1)N2,IC50,=',54,nM,"826,760,624"
1202,CHEMBL3951799,451.46,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2c(nnc2C(F)(F)F)C1,IC50,=',54,nM,"826,760,624"
1203,CHEMBL3649789,393.45,CCN(CC)Cc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,IC50,=',54,nM,"826,760,624"
1204,CHEMBL5084388,307.79,Cc1c(Cc2ccc(F)c(C(=O)N3CCc4cccc5c4C3CNC5=O)c2)n[nH]c(=O)c1C,IC50,=',54,nM,"826,760,624"
1205,CHEMBL3649770,388.45,Nc1ncc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cc1C(F)(F)F,IC50,=',54,nM,"826,760,624"
1206,CHEMBL124815,422.48,CC(C)n1cc(C(=O)C2CCN(C(=O)CCCc3nc4c(ccn4C)c(=O)[nH]3)CC2)cn1,IC50,=',54.6,nM,"8,262,807,357"
1207,CHEMBL2407969,466.58,CCNC(=O)c1ccc(N2CCN(Cc3cc4c(c(OCC)c3)OC(C)C(=O)N4)CC2)c(C)c1,IC50,=',55,nM,"8,259,637,311"
1208,CHEMBL134197,319.36,NC(=O)c1cccc2[nH]c(-c3ccc(N)cc3)nc12,IC50,=',55,nM,"8,259,637,311"
1209,CHEMBL3939501,237.26,O=c1[nH]nc2c3c(cccc13)NC1=C2CCCCCC1,IC50,=',55,nM,"8,259,637,311"
1210,CHEMBL2414051,312.4,CCc1cc2c(N)cccc2c(=O)[nH]1,IC50,=',55,nM,"8,259,637,311"
1211,CHEMBL294995,455.47,O=C(C1CC1)N1CCC2(CC1)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,=',55,nM,"8,259,637,311"
1212,CHEMBL3644614,319.36,O=c1cc(-c2cccc(-c3c(O)cc(O)c4c(=O)cc(-c5ccco5)oc34)c2)oc2cc(O)cc(O)c12,IC50,=',55,nM,"8,259,637,311"
1213,CHEMBL4873634,237.26,Cl.O=C(CN1CCCCC1)Nc1ccc2nc(O)c3ccccc3c2n1,IC50,=',55,nM,"8,259,637,311"
1214,CHEMBL3986804,244.3,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4nnc(C(F)(F)F)s4)CC3)cc1)C2=O,IC50,=',55,nM,"8,259,637,311"
1215,CHEMBL338314,478.47,Oc1cccc2c(O)nccc12,IC50,=',55.8,nM,"8,253,365,801"
1216,CHEMBL194416,358.51,CC1=NC2CCSCC2C(=O)N1,IC50,=',56,nM,"8,251,811,973"
1217,CHEMBL2347902,436.56,NC(=O)c1cncc2[nH]c(C3CCCNC3)nc12,IC50,=',56,nM,"8,251,811,973"
1218,CHEMBL4202988,351.3,Cc1cc(-c2nnc(-c3ccccc3)o2)c2[nH]c(=O)c3ccccc3c(=O)c2c1,IC50,=',56,nM,"8,251,811,973"
1219,CHEMBL4449082,443.55,CC(C)(C)C(=O)N1CC2=NNC(=O)c3cc(F)cc4[nH]c(c2c34)C1,IC50,=',56,nM,"8,251,811,973"
1220,CHEMBL4848408,472.57,O=C(CCn1c2c(c(=O)[nH]c1=O)COCC2)NCC(=O)N1CCN(c2ncccn2)CC1,IC50,=',56,nM,"8,251,811,973"
1221,CHEMBL4177509,443.55,Cc1cccc2c(O)nc(-c3ccc([N+](=O)[O-])cc3)nc12,IC50,=',56,nM,"8,251,811,973"
1222,CHEMBL549642,262.31,Cc1c(Cc2ccc(F)c(C(=O)N3CCC4(CCCN4)CC3)c2)n[nH]c(=O)c1C,IC50,=',56,nM,"8,251,811,973"
1223,CHEMBL3644769,472.57,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2nc(C(F)(F)F)nc2C1,IC50,=',56,nM,"8,251,811,973"
1224,CHEMBL3644771,444.52,CCN(CC)CCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,IC50,=',56,nM,"8,251,811,973"
1225,CHEMBL3663655,408.43,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(CC2CC=CCC2)CC1,IC50,=',56.1,nM,"8,251,037,139"
1226,CHEMBL4472061,506.94,NC(=O)c1cccc2c1O/C(=C\c1ccc(-c3ccccc3)cc1)C2=O,IC50,=',56.2,nM,"8,250,263,684"
1227,CHEMBL3290463,261.21,Cn1cnc(C(=O)N2CCN(C(=O)c3ccc(Nc4nc5ccccc5n5nnnc45)cc3)CC2)c1,IC50,=',57,nM,"8,244,125,144"
1228,CHEMBL4072243,433.53,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(C(=O)C2CC2)C1,IC50,=',57.1,nM,"8,243,363,892"
1229,CHEMBL3663650,455.47,Cn1c2cc(F)cc(C(N)=O)c2c(=O)n1C1CCN(C2CCCCC2)CC1,IC50,=',57.54,nM,"8,240,030,142"
1230,CHEMBL201981,492.54,CCC(C)CN(C)C(=O)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,IC50,=',57.54,nM,"8,240,030,142"
1231,CHEMBL4291982,330.39,CN1CCc2sc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)cc2C1,IC50,=',58,nM,"8,236,572,006"
1232,CHEMBL3897483,376.44,COc1ccc(C(=O)C2CCN([C@H]3CCN(Cc4nc5c(c(=O)[nH]4)COCC5)C3=O)CC2)cc1,IC50,=',58,nM,"8,236,572,006"
1233,CHEMBL3644574,369.47,CN1CCN(CC2=Nc3cccc4c(=O)[nH]nc(c34)N2)CC1,IC50,=',58,nM,"8,236,572,006"
1234,CHEMBL3915929,592.5,CC1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,IC50,=',58,nM,"8,236,572,006"
1235,CHEMBL121765,298.37,Cc1nc2c(C(N)=O)cccc2[nH]1,IC50,=',58,nM,"8,236,572,006"
1236,CHEMBL3649797,455.47,COc1cc(CN(C)CCF)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,=',58,nM,"8,236,572,006"
1237,CHEMBL4475087,492.54,COc1cc(O)c(Cl)c(C)c1-c1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(O)c(Cl)c(O)c(Cl)c1C3(C)C,IC50,=',58,nM,"8,236,572,006"
1238,CHEMBL4282620,371.51,COc1cc(O)cc(C)c1-c1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(cc(O)c(Cl)c1O)C3(C)C,IC50,=',58,nM,"8,236,572,006"
1239,CHEMBL4169952,335.41,O=c1[nH]c2cc(OCCN3CCCCC3)ccc2c2c1CCCN2,IC50,=',58,nM,"8,236,572,006"
1240,CHEMBL5087831,464.56,COc1cccc(N2CCN(c3nc4c(c(=O)[nH]3)CCCC4)CC2)c1,IC50,=',58.3,nM,"8,234,331,445"
1241,CHEMBL4536612,325.37,NC(=O)c1cccc2cc(-c3ccccc3)cnc12,IC50,=',59,nM,"8,229,147,988"
1242,CHEMBL426116,424.26,NC(=O)c1ccccc1OCc1ccc(F)c(C(=O)N2CCNCC2)c1,IC50,=',59,nM,"8,229,147,988"
1243,CHEMBL596720,320.35,O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3nc4c(c(=O)[nH]3)COCC4)C2=O)CC1,IC50,=',59,nM,"8,229,147,988"
1244,CHEMBL3527000,325.41,O=C1NCCn2c(C3CCN(Cc4ccccc4)CC3)nc3cncc1c32,IC50,=',59,nM,"8,229,147,988"
1245,CHEMBL3763705,492.47,NCc1nc2sc3c(c2c(=O)[nH]1)CCC3,IC50,=',59.87,nM,"8,222,790,742"
1246,CHEMBL201913,244.28,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCNCC1,IC50,=',60,nM,"822,184,875"
1247,CHEMBL4461382,356.43,Nc1ncc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cn1,IC50,=',60,nM,"822,184,875"
1248,CHEMBL84265,407.88,O=S(=O)(CCN1CCCCC1)N1CCc2nc(O)c3ccccc3c2C1,IC50,=',60,nM,"822,184,875"
1249,CHEMBL3617771,354.45,CCCCNCc1ccc(-c2[nH]c3cccc4c3c2C(=O)NNC4=O)cc1,IC50,=',60,nM,"822,184,875"
1250,CHEMBL594651,373.48,O=c1[nH]c2c(nc3cc(S(=O)(=O)NCCCN4CCOCC4)ccn32)c2ccccc12,IC50,=',60,nM,"822,184,875"
1251,CHEMBL2323541,283.37,O=C(CCN1CCc2cccc3c2C1CNC3=O)NCC(=O)N1CCN(c2ccccc2F)CC1,IC50,=',60,nM,"822,184,875"
1252,CHEMBL105925,311.39,CN(C)CCN1CC2=NNC(=O)c3cc(F)cc4[nH]c(c2c34)C1,IC50,=',60,nM,"822,184,875"
1253,CHEMBL471959,301.39,COC(=O)c1ccc2c(c1)[nH]c(=O)c1ccncc12,IC50,=',60,nM,"822,184,875"
1254,CHEMBL593592,267.29,O=C(N[C@@H]1C[C@H](O)c2ccccc21)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,=',60,nM,"822,184,875"
1255,CHEMBL595680,473.55,CCCN1CCC(NC(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,IC50,=',60,nM,"822,184,875"
1256,CHEMBL4065625,316.31,O=C(CCc1nc2ccccc2c(=O)[nH]1)N1CCN(C(=O)c2cccs2)CC1,IC50,=',60,nM,"822,184,875"
1257,CHEMBL1094969,297.31,O=C(NCCCN1CCOCC1)c1cc2[nH]c(=O)c3ccccc3n2n1,IC50,=',60,nM,"822,184,875"
1258,CHEMBL3663645,312.34,NC(=O)[C@@H]1CCCN1C(=O)CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,=',60,nM,"822,184,875"
1259,CHEMBL365235,393.46,C/C=C/CN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1C,IC50,=',60,nM,"822,184,875"
1260,CHEMBL4864275,459.53,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(CC2CC2)CC1,IC50,=',60,nM,"822,184,875"
1261,CHEMBL595164,301.39,O=C(CCn1c2c(c(=O)[nH]c1=O)C/C=C\C=C/CC2)NCC(=O)N1CCN(c2ncccn2)CC1,IC50,=',60,nM,"822,184,875"
1262,CHEMBL250490,295.34,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)N3CCCNC(F)(F)C3)c21,IC50,=',60.26,nM,"8,219,970,873"
1263,CHEMBL592486,478.93,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(Cc5ccc(F)cc5)CCCN4)CC3)c2)n[nH]c(=O)c1C,IC50,=',60.8,nM,"8,216,096,421"
1264,CHEMBL310120,295.34,N[C@@H](CCC(=O)N1CCc2nc(O)c3ccccc3c2C1)C(=O)O,IC50,=',61,nM,"8,214,670,165"
1265,CHEMBL3105398,357.39,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(C)CCCCN4)CC3)c2)n[nH]c(=O)c1C,IC50,=',61,nM,"8,214,670,165"
1266,CHEMBL5084022,397.48,NCCOc1c(-c2ccc(N3CCOCC3)c(Br)c2)[nH]c(=O)c2cc(F)ccc12,IC50,=',61,nM,"8,214,670,165"
1267,CHEMBL4756907,474.5,NC(=O)c1cccc2c1O/C(=C\c1ccc(OCCCN3CCOCC3)cc1)C2=O,IC50,=',62,nM,"8,207,608,311"
1268,CHEMBL3649750,364.45,CC(C)NCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,IC50,=',63,nM,"8,200,659,451"
1269,CHEMBL275638,359.47,O=c1cc(-c2ccccc2)oc2ccccc12,IC50,=',64,nM,"8,193,820,026"
1270,CHEMBL3972156,359.47,CC1(C)CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,IC50,=',64,nM,"8,193,820,026"
1271,CHEMBL4458937,329.4,CC#Cc1cnc2c(C(N)=O)cccc2c1,IC50,=',64,nM,"8,193,820,026"
1272,CHEMBL550382,379.89,CN1CCC(CNC(=O)c2cc3[nH]c(=O)c4ccccc4n3n2)C1,IC50,=',65,nM,"8,187,086,643"
1273,CHEMBL592487,410.48,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)[C@@]4(Cc5ccc(F)cc5)CCCN4)CC3)c2)n[nH]c(=O)c1C,IC50,=',65,nM,"8,187,086,643"
1274,CHEMBL4745923,379.89,NC(=O)c1cccc2cc(C(=O)N3CCN(c4nc(-c5ccc(N)nc5)nc(N5CCOCC5)n4)CC3)oc12,IC50,=',65,nM,"8,187,086,643"
1275,CHEMBL4860646,349.39,COc1cc(C(=O)N2CCCN(C(=O)c3cccc(Cc4nnc(O)c5ccccc45)c3)CC2)cc(Cl)n1,IC50,=',65,nM,"8,187,086,643"
1276,CHEMBL3105404,399.56,O=C(CN1CCN(C2CCCC2)CC1)N1CCc2c(nc(O)c3ccccc23)C1,IC50,=',65,nM,"8,187,086,643"
1277,CHEMBL4080365,405.47,NC(=O)c1cccc2c1O/C(=C\c1ccccc1)C2=O,IC50,=',65.4,nM,"8,184,422,252"
1278,CHEMBL4210202,373.5,COc1ccc(Cl)cc1/C=C/c1nnc(-c2cc(C)cc3c(=O)c4ccccc4c(=O)[nH]c23)o1,IC50,=',66,nM,"8,180,456,064"
1279,CHEMBL1652713,454.49,O=c1[nH]c2cc(CO)ccc2c2sccc12,IC50,=',66,nM,"8,180,456,064"
1280,CHEMBL3291319,485.5,NC(=O)n1ccc2ccc(-c3ccccc3)nc21,IC50,=',66,nM,"8,180,456,064"
1281,CHEMBL2323224,479.5,NC(=O)c1cccc2[nH]c(-c3ccc(-c4ccc(OCCN5CCCCC5)cc4)cc3)nc12,IC50,=',66,nM,"8,180,456,064"
1282,CHEMBL3910271,426.46,Cc1ccc(S(=O)(=O)NCC2=Nc3cccc4c(=O)[nH]nc(c34)N2)cc1,IC50,=',66,nM,"8,180,456,064"
1283,CHEMBL4112930,454.49,COc1ccc(-c2nc(O)c3cccc(OC)c3n2)cc1,IC50,=',66.07,nM,"8,179,995,693"
1284,CHEMBL391402,479.5,Nc1cccc2c1CCNC2=O,IC50,=',66.07,nM,"8,179,995,693"
1285,CHEMBL204849,485.5,CCN(CC)CCN(CC)Cc1ccc2c(c1)-c1n[nH]c(=O)c3cccc(c13)O2,IC50,=',66.07,nM,"8,179,995,693"
1286,CHEMBL3394705,332.2,O=c1[nH]c2cc(C3CCCCC3)nn2c2ccccc12,IC50,=',67,nM,"8,173,925,197"
1287,CHEMBL4800042,425.6,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(NCC5CC5)CCCCC4)CC3)c2)n[nH]c(=O)c1C,IC50,=',67,nM,"8,173,925,197"
1288,CHEMBL3649749,354.41,O=c1[nH]c2cc(CN3CCCC3)ccc2c2c1CCCN2,IC50,=',67.1,nM,"817,327,748"
1289,CHEMBL3649799,309.28,COc1cc(CNN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,=',67.61,nM,"8,169,989,064"
1290,CHEMBL127335,411.57,Oc1ccc(-c2nc(O)c3cccc(O)c3n2)cc1,IC50,=',68,nM,"8,167,491,087"
1291,CHEMBL591515,309.28,N#Cc1cccnc1N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,IC50,=',68,nM,"8,167,491,087"
1292,CHEMBL48138,486.5,O=C1NCCn2cnc3cccc1c32,IC50,=',68.15,nM,"816,653,414"
1293,CHEMBL3649798,434.47,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCN(Cc2ccccc2)Cc2ccccc2)C1,IC50,=',69.18,nM,"8,160,019,442"
1294,CHEMBL1089713,372.47,CCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)C1,IC50,=',70,nM,"815,490,196"
1295,CHEMBL1094313,243.31,NC(=O)c1cccn2nc(-c3ccccc3)nc12,IC50,=',70,nM,"815,490,196"
1296,CHEMBL3105884,449.53,NC(=O)n1ccc2ccc(-c3ccc(C(=O)N4CCCCC4)cc3)nc21,IC50,=',70,nM,"815,490,196"
1297,CHEMBL204542,356.45,NCc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,IC50,=',70,nM,"815,490,196"
1298,CHEMBL107260,473.56,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)N1CCN(c2ncccn2)CC1,IC50,=',70,nM,"815,490,196"
1299,CHEMBL2323227,356.35,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCc2cccc3c2C1CC3O,IC50,=',70,nM,"815,490,196"
1300,CHEMBL599596,369.47,O=C(/C=C/c1ccccc1)Nc1nc(-c2ccccc2)cs1,IC50,=',70,nM,"815,490,196"
1301,CHEMBL397532,452.33,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ncccn2)CC1,IC50,=',70,nM,"815,490,196"
1302,CHEMBL4215731,239.23,CC[C@H]1CN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)CCN1C(=O)OC(C)(C)C,IC50,=',70,nM,"815,490,196"
1303,CHEMBL4170845,339.4,CC(C)(C)OC(=O)[C@@H]1CCCN1CC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,=',70,nM,"815,490,196"
1304,CHEMBL4549595,271.36,CC(C)C1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,IC50,=',70,nM,"815,490,196"
1305,CHEMBL4454914,530.46,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(Br)c1,IC50,=',70.5,nM,"8,151,810,883"
1306,CHEMBL84979,253.3,Oc1nc2c(c3ccccc13)CNCC2,IC50,=',70.7,nM,"8,150,580,586"
1307,CHEMBL519443,279.3,COc1ccc(-c2cnc3cccc(C(N)=O)c3n2)cc1,IC50,=',71,nM,"8,148,741,651"
1308,CHEMBL1949864,430.53,Cc1cc(C)c2nc(C)[nH]c(=O)c2c1,IC50,=',71,nM,"8,148,741,651"
1309,CHEMBL4591736,238.25,NC(=O)c1c(F)ccc2[nH]c(-c3ccc(N4CCNCC4)cc3)nc12,IC50,=',71,nM,"8,148,741,651"
1310,CHEMBL1169488,238.25,NC(=O)c1cccc2cc(-c3ccccc3)nn12,IC50,=',71,nM,"8,148,741,651"
1311,CHEMBL184513,386.56,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(C#N)cc1,IC50,=',71,nM,"8,148,741,651"
1312,CHEMBL2419890,348.45,COc1ccc(N2CCN(c3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,IC50,=',71,nM,"8,148,741,651"
1313,CHEMBL83760,537.44,Oc1nc2c(c3ccccc13)CCCC2,IC50,=',72.34,nM,"8,140,621,496"
1314,CHEMBL5080224,298.32,NCCOc1c(-c2ccc3c(c2)OCO3)[nH]c(=O)c2cc(F)ccc12,IC50,=',73,nM,"813,667,714"
1315,CHEMBL3605986,358.44,NC(=O)c1cccc2c1C(=O)N(CC1CCN(Cc3ccccc3)CC1)C2,IC50,=',74,nM,"813,076,828"
1316,CHEMBL3644564,312.32,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCc3ccccc3C1)N2,IC50,=',74.1,nM,"8,130,181,792"
1317,CHEMBL2237238,312.32,O=C(CN1CCC(C(=O)c2ccc(OCC3CCC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,IC50,=',74.13,nM,"8,130,006"
1318,CHEMBL247374,384.91,NCc1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,=',75,nM,"8,124,938,737"
1319,CHEMBL4082982,355.44,CCC(CC)N1CCC(NC(=O)c2nc3c(C(N)=O)cc(F)cc3[nH]2)CC1,IC50,=',75,nM,"8,124,938,737"
1320,CHEMBL552459,349.44,CC(C)N(Cc1nc2c(c(=O)[nH]1)COCC2)C(=O)CN1CCC(C(=O)c2ccc(F)cc2)CC1,IC50,=',75,nM,"8,124,938,737"
1321,CHEMBL4760246,455.47,CNC(=O)c1ccc(N2CCN(CCCc3cc4c(N)cc(F)cc4c(=O)[nH]3)CC2)cc1,IC50,=',75.86,nM,"8,119,987,162"
1322,CHEMBL3961412,468.99,COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)CCCC4)CC3CC3)CC2)cc1,IC50,=',76,nM,"8,119,186,408"
1323,CHEMBL193336,455.47,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCC(CO)CC3)c(O)cc(O)c12,IC50,=',77,nM,"8,113,509,275"
1324,CHEMBL4786854,261.3,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc2ccccc2c1,IC50,=',78,nM,"8,107,905,397"
1325,CHEMBL186383,410.5,Oc1nc(CCCN2CC=C(c3ccccc3)CC2)nc2cc(Cl)ccc12,IC50,=',78.62,nM,"8,104,466,961"
1326,CHEMBL4588170,294.35,Cc1cccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc12,IC50,=',79,nM,"8,102,372,909"
1327,CHEMBL297200,470.55,O=C1NCC2c3c(cccc31)CCN2C(=O)[C@@H]1CCCN1,IC50,=',79,nM,"8,102,372,909"
1328,CHEMBL3663646,355.46,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(c3ccccn3)CC1)N2,IC50,=',79,nM,"8,102,372,909"
1329,CHEMBL4648016,351.45,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2ccncc2)CC1,IC50,=',79,nM,"8,102,372,909"
1330,CHEMBL3898270,399.56,NC(=O)c1cc(Br)cc2c1OCC2,IC50,=',79,nM,"8,102,372,909"
1331,CHEMBL3964642,315.38,Cn1c(C(=O)N2CCN(Cc3ccc([N+](=O)[O-])cc3)CC2)cc2[nH]c(=O)c3ccccc3c21,IC50,=',79,nM,"8,102,372,909"
1332,CHEMBL3649720,507.49,O=c1[nH]c(CCCN2CCC(c3ccc(F)cc3)CC2)nc2c(Cl)cccc12,IC50,=',79.2,nM,"8,101,274,818"
1333,CHEMBL4551630,429.44,Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)c2cc(Cc4n[nH]c(=O)c5ccccc45)ccc2F)C3)cn1,IC50,=',79.43,nM,"8,100,015,437"
1334,CHEMBL3649811,315.42,CCCOc1cc(CN(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,=',80,nM,"8,096,910,013"
