ID,Molecule ChEMBL ID,Molecular Weight,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pIC50
666,CHEMBL421087,296.37,CN1CCN(C(=O)c2cnn3c2[nH]c(=O)c2ccccc23)CC1,IC50,=',15,nM,"8,823,908,741"
667,CHEMBL3317917,541.58,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4c(nnc4C4CC4)C3)cc1)C2=O,IC50,=',15.04,nM,"8,822,752,164"
668,CHEMBL201616,267.33,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCNCC1,IC50,=',15.2,nM,"8,818,156,412"
669,CHEMBL46267,689.67,Cc1cccc2nc3c4ccccc4c(=O)[nH]c3n12,IC50,=',15.49,nM,"8,809,948,582"
670,CHEMBL417002,434.47,CS(=O)(=O)O.O=S(=O)(NCCN1CCCCC1)c1ccc2nc(O)c3ccccc3c2c1,IC50,=',15.5,nM,"8,809,668,302"
671,CHEMBL4778454,324.43,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CC(O)C3)cc1-2,IC50,=',15.6,nM,"8,806,875,402"
672,CHEMBL4788782,226.24,O=C(Nc1cccc2c(=O)[nH]ccc12)c1cccs1,IC50,=',15.7,nM,"8,804,100,348"
673,CHEMBL4866335,239.28,CC(C)C(=O)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,IC50,=',15.8,nM,"8,801,342,913"
674,CHEMBL5086078,239.28,CC[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1,IC50,=',15.8,nM,"8,801,342,913"
675,CHEMBL5077121,478.45,C[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC1CC1,IC50,=',15.8,nM,"8,801,342,913"
676,CHEMBL4454471,478.53,COc1cccc(CN(Cc2nc3c(c(=O)[nH]2)COCC3)C(=O)CN2CCC(C(=O)c3ccc(F)cc3)CC2)c1,IC50,=',15.8,nM,"8,801,342,913"
677,CHEMBL1140,308.39,NC(=O)c1cccnc1,IC50,=',16,nM,"8,795,880,017"
678,CHEMBL3653090,395.44,COc1cc(CN(C)C2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,=',16,nM,"8,795,880,017"
679,CHEMBL4088354,393.92,NC(=O)c1cccc2[nH]c(C(=O)NC3CCN(C(=O)C(F)(F)F)CC3)nc12,IC50,=',16,nM,"8,795,880,017"
680,CHEMBL4277995,345.45,CCC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,IC50,=',16,nM,"8,795,880,017"
681,CHEMBL1935266,308.39,O=C(CCC(=O)N1C=CC=CC=C1)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,=',16,nM,"8,795,880,017"
682,CHEMBL1173518,518.57,O=c1[nH]ccc2c(Br)cccc12,IC50,=',16,nM,"8,795,880,017"
683,CHEMBL4172321,416.48,CCCCN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1,IC50,=',16,nM,"8,795,880,017"
684,CHEMBL2237230,340.81,Cc1nn(C(C)(C)C)c2[nH]c(=O)c3c(c12)CCC3,IC50,=',16,nM,"8,795,880,017"
685,CHEMBL599801,226.24,CCN(CCO)Cc1ccc2c(c1)-c1n[nH]c(=O)c3cccc(c13)O2,IC50,=',16,nM,"8,795,880,017"
686,CHEMBL597925,324.43,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,IC50,=',16,nM,"8,795,880,017"
687,CHEMBL591589,412.49,CCS(=O)(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,IC50,=',16,nM,"8,795,880,017"
688,CHEMBL559385,244.3,CCCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,IC50,=',16,nM,"8,795,880,017"
689,CHEMBL4176518,363.44,CC(C)(C)OC(=O)N1CCCC(NC(=O)c2nc3c(C(N)=O)cccc3[nH]2)C1,IC50,=',16,nM,"8,795,880,017"
690,CHEMBL598145,446.55,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(c4ccc(C(F)(F)F)cc4)CC3)c(O)cc(O)c12,IC50,=',16,nM,"8,795,880,017"
691,CHEMBL3969175,429.48,CC(C)(C)C1NCCc2sc(-c3cnn4c(C(N)=O)cc(Cl)c4c3)cc21,IC50,=',16,nM,"8,795,880,017"
692,CHEMBL4557319,345.45,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC2(CCNCC2)C1,IC50,=',16,nM,"8,795,880,017"
693,CHEMBL5094051,330.39,CC(C)(O)c1ccc(-c2nc3cccc(Cl)c3c(=O)[nH]2)cc1,IC50,=',16,nM,"8,795,880,017"
694,CHEMBL3644605,348.41,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC1CC1,IC50,=',16,nM,"8,795,880,017"
695,CHEMBL5079913,566.66,CC(C)CCN1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,IC50,=',16,nM,"8,795,880,017"
696,CHEMBL5088510,366.46,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1,IC50,=',16,nM,"8,795,880,017"
697,CHEMBL3649726,363.44,CC[C@@H]1CN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)CCN1C(=O)OC(C)(C)C,IC50,=',16,nM,"8,795,880,017"
698,CHEMBL3827272,320.4,Cc1ccc(-c2nc3c(O)cccc3c(=O)[nH]2)cc1,IC50,=',16.22,nM,"878,994,915"
699,CHEMBL479356,320.4,CC(Oc1ccccc1)C(=O)N1CCN(C(=O)c2cc(COc3ccc(F)cc3C(N)=O)ccc2F)CC1,IC50,=',16.7,nM,"8,777,283,529"
700,CHEMBL4101990,629.72,CN(C)CCn1c2c3c4c(cccc41)C(=O)NN=C3CN(C(=O)C1CC1)C2,IC50,=',16.75,nM,"8,775,985,189"
701,CHEMBL1949858,610.43,Nc1cccc2c(=O)[nH]cnc12,IC50,=',16.9,nM,"8,772,113,295"
702,CHEMBL3805627,493.52,N#Cc1cccnc1N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,IC50,=',16.98,nM,"8,770,062,314"
703,CHEMBL187042,359.47,Cc1ccc(C2=CCN(CCCc3nc(O)c4ccccc4n3)CC2)cc1,IC50,=',17,nM,"8,769,551,079"
704,CHEMBL4797458,318.33,COc1cc(/C=N/NC(N)=S)c(Br)c(Br)c1O,IC50,=',17,nM,"8,769,551,079"
705,CHEMBL201931,336.4,O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)CCC1,IC50,=',17,nM,"8,769,551,079"
706,CHEMBL108968,375.45,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(OC(=O)c2ccccc2)cc1,IC50,=',17,nM,"8,769,551,079"
707,CHEMBL2237235,363.42,NCCCNC(=O)c1ccc2[nH]c(=O)c3c(c2c1)CCSC3,IC50,=',17,nM,"8,769,551,079"
708,CHEMBL3947220,478.52,CCC(=O)N1CCN(C(=O)c2cc(Oc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,IC50,=',17,nM,"8,769,551,079"
709,CHEMBL523879,372.38,CC(=O)N1CCCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,IC50,=',17,nM,"8,769,551,079"
710,CHEMBL3290490,388.26,Cc1cc(F)cc2c(=O)[nH]c(-c3ccc(C4CCNCC4)cc3)nc12.Cl,IC50,=',17,nM,"8,769,551,079"
711,CHEMBL4099515,408.5,COc1ccc(S(=O)(=O)N2CCCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,IC50,=',17,nM,"8,769,551,079"
712,CHEMBL3394703,318.17,Cc1c(C(=O)NCCN2CCOCC2)sc2c1[nH]c(=O)c1ccccc12,IC50,=',17,nM,"8,769,551,079"
713,CHEMBL604293,466.57,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCN(c2ncc3ccccc3n2)CC1,IC50,=',17,nM,"8,769,551,079"
714,CHEMBL4073487,303.39,O=C1CC2c3c(cccc31)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,=',17,nM,"8,769,551,079"
715,CHEMBL4166130,550.59,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCC(O)C3)cc1-2,IC50,=',17,nM,"8,769,551,079"
716,CHEMBL3907294,316.36,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2ccc(F)cc2)Cc2nc3c(c(=O)[nH]2)COCC3)CC1,IC50,=',17,nM,"8,769,551,079"
717,CHEMBL4166888,486.43,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCOCC1,IC50,=',17.33,nM,"8,761,201,437"
718,CHEMBL193918,626.43,Cc1noc(-c2cccc(Cc3nnc(O)c4ccccc34)c2)n1,IC50,=',17.6,nM,"8,754,487,332"
719,CHEMBL222556,341.37,CN1CCCN(C(=O)c2cc3c(n2C)-c2ccccc2C(=O)NC3)CC1,IC50,=',17.7,nM,"8,752,026,734"
720,CHEMBL3649801,448.48,CCS(=O)(=O)N1CCCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,IC50,=',17.9,nM,"8,747,146,969"
721,CHEMBL3946798,368.41,CN1CCN(C(=O)c2cc3c(n2C)-c2ccccc2C(=O)NC3)CC1,IC50,=',17.9,nM,"8,747,146,969"
722,CHEMBL4162463,374.23,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(C2CCCCCC2)CC1,IC50,=',18,nM,"8,744,727,495"
723,CHEMBL3617778,287.32,CCCCNCc1ccc(-c2cc3c4c(c[nH]c4c2)C(=O)NNC3=O)cc1,IC50,=',18,nM,"8,744,727,495"
724,CHEMBL4209030,466.54,COc1ccc(Cl)cc1/C=C/c1nnc(-c2cccc3c(=O)c4ccccc4c(=O)[nH]c23)o1,IC50,=',18,nM,"8,744,727,495"
725,CHEMBL3649765,305.34,COCCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,IC50,=',18,nM,"8,744,727,495"
726,CHEMBL550053,442.95,CN1CCC(C(=O)NCCc2c[nH]c3ccc4c(c23)CCNC4=O)CC1,IC50,=',18,nM,"8,744,727,495"
727,CHEMBL3931972,452.56,CC(C)N1CC2=NNC(=O)c3cc(F)cc4[nH]c(c2c34)C1,IC50,=',18,nM,"8,744,727,495"
728,CHEMBL3577700,494.4,COc1ccc2c(c1)C(CC(=O)N[C@@H](CNC(=O)c1ccccc1N1CCC(=O)NC1=O)C(N)=O)CC2=O,IC50,=',18,nM,"8,744,727,495"
729,CHEMBL2237233,363.42,O=C(NCCN1CCOCC1)c1ccc2[nH]c(=O)c3c(c2c1)CCSC3,IC50,=',18,nM,"8,744,727,495"
730,CHEMBL3927445,493.52,CC(C)(O)c1ccc(-c2nc3ccc(F)c(F)c3c(=O)[nH]2)cc1,IC50,=',18,nM,"8,744,727,495"
731,CHEMBL436298,387.37,Cn1c(C(=O)N2CCCNCC2)c(Br)c2[nH]c(=O)c3ccccc3c21,IC50,=',18,nM,"8,744,727,495"
732,CHEMBL3763209,406.49,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,IC50,=',18,nM,"8,744,727,495"
733,CHEMBL3765528,383.43,C[C@H](NC(=O)CN1CCc2cccc3c2C1CNC3=O)C(=O)N1CC=C(c2ccc(F)cc2)CC1,IC50,=',18,nM,"8,744,727,495"
734,CHEMBL480714,387.46,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCNCC1,IC50,=',18,nM,"8,744,727,495"
735,CHEMBL592542,458.93,O=C(c1ccccc1)N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,IC50,=',18,nM,"8,744,727,495"
736,CHEMBL2323531,339.4,O=C(NCCN1CCNCC1)c1ccc2[nH]c(=O)c3c(c2c1)CCSC3,IC50,=',18,nM,"8,744,727,495"
737,CHEMBL189247,330.39,O=C(NCCN1CCOCC1)c1cnn2c1[nH]c(=O)c1ccccc12,IC50,=',18,nM,"8,744,727,495"
738,CHEMBL4162368,253.31,CN1C(=O)CCC(N2C(=O)c3cccc(NCCNC(=O)CCCCCCCCCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)c3C2=O)C1=O,IC50,=',18.6,nM,"8,730,487,056"
739,CHEMBL5089076,438.5,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2nc(-c3cccc4[nH]ccc34)nc(N3CCOCC3)n2)CC1,IC50,=',18.69,nM,"8,728,390,699"
740,CHEMBL596933,317.35,O=c1[nH]c2cc(-c3ccc(Cl)cc3)nn2c2ccccc12,IC50,=',18.7,nM,"8,728,158,393"
741,CHEMBL542692,434.47,Cl.O=C(CN1CCC(N2CCCC2)CC1)Nc1cnc2c(c1)nc(O)c1ccccc12,IC50,=',18.9,nM,"8,723,538,196"
742,CHEMBL611621,480.59,N#Cc1ccc(CC(=O)N2CCc3cccc4c3C2CNC4=O)cc1,IC50,=',19,nM,"8,721,246,399"
743,CHEMBL3906833,479.34,CCCOc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,IC50,=',19,nM,"8,721,246,399"
744,CHEMBL1935263,461.52,CCN(CC)C(=O)CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,=',19,nM,"8,721,246,399"
745,CHEMBL594216,416.47,O=c1[nH]c2c(nc3c4ccccc4ccn32)c2ccccc12,IC50,=',19,nM,"8,721,246,399"
746,CHEMBL251027,359.43,CN(C)CC(=O)Nc1ccc2nc(O)c3ccccc3c2n1.Cl,IC50,=',19,nM,"8,721,246,399"
747,CHEMBL571285,519.57,CCCCCCN1CCN(C(=O)c2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,IC50,=',19,nM,"8,721,246,399"
748,CHEMBL151,367.79,O=c1[nH]c(C2=CC(N3CC=C(c4ccc(F)cc4)CC3)CC2)nc2ccccc12,IC50,=',19,nM,"8,721,246,399"
749,CHEMBL603407,476.55,O=C(c1ccccn1)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,IC50,=',19,nM,"8,721,246,399"
750,CHEMBL4874308,301.35,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(CC4CCCCC4)CC3)c(O)cc(O)c12,IC50,=',19,nM,"8,721,246,399"
751,CHEMBL4446789,292.3,CCCC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,IC50,=',19,nM,"8,721,246,399"
752,CHEMBL4854910,367.79,Cc1cccc2c(=O)[nH]cnc12,IC50,=',19,nM,"8,721,246,399"
753,CHEMBL4531016,313.41,CCc1cc2cnc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,IC50,=',19,nM,"8,721,246,399"
754,CHEMBL3649713,433.58,CC1(C)OC(=O)N([C@H]2CC[C@H](n3c(=O)[nH]c4cc(C#N)c(F)cc43)CC2)[C@H]1c1ccccc1,IC50,=',19,nM,"8,721,246,399"
755,CHEMBL3644779,434.47,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Br)c2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3(C)C,IC50,=',19.1,nM,"8,718,966,633"
756,CHEMBL3929392,459.5,O=C(c1ccc(F)cc1)C1CCN([C@H]2CCN(Cc3nc4c(c(=O)[nH]3)COCC4)C2=O)CC1,IC50,=',19.8,nM,"870,333,481"
757,CHEMBL3929005,344.42,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCN(Cc3ccc(F)cc3)CC1)N2,IC50,=',19.8,nM,"870,333,481"
758,CHEMBL3912508,500.46,CC1c2nnc(C(F)(F)F)n2C(C)CN1C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,<',20,nM,"8,698,970,004"
759,CHEMBL3907010,486.43,CC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)(F)F)n21,IC50,<',20,nM,"8,698,970,004"
760,CHEMBL3949758,568.45,CC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)C(CC(F)(F)F)c2nnc(C(F)(F)F)n21,IC50,<',20,nM,"8,698,970,004"
761,CHEMBL3903910,468.44,CC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)F)n21,IC50,<',20,nM,"8,698,970,004"
762,CHEMBL3943929,486.43,CC1c2nnc(C(F)(F)F)n2CCN1C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,<',20,nM,"8,698,970,004"
763,CHEMBL3977995,572.52,CCOC(=O)CC1c2nnc(C(F)(F)F)n2C(C)CN1C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,<',20,nM,"8,698,970,004"
764,CHEMBL3936349,450.45,CC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(CF)n21,IC50,<',20,nM,"8,698,970,004"
765,CHEMBL3891009,515.47,CN(C)C1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)(F)F)n21,IC50,<',20,nM,"8,698,970,004"
766,CHEMBL3927402,514.48,CCC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)C(C)c2nnc(C(F)(F)F)n21,IC50,<',20,nM,"8,698,970,004"
767,CHEMBL3960883,502.43,COC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)(F)F)n21,IC50,<',20,nM,"8,698,970,004"
768,CHEMBL3893902,464.48,CC1(C)CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(CF)n21,IC50,<',20,nM,"8,698,970,004"
769,CHEMBL371425,307.35,CCC(=O)Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,IC50,=',20,nM,"8,698,970,004"
770,CHEMBL425201,459.53,O=c1[nH]nc(CCCCN2CC=C(c3ccccc3)CC2)c2ccccc12,IC50,=',20,nM,"8,698,970,004"
771,CHEMBL3644610,449.53,Nc1ccc(S(=O)(=O)N2CCCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,IC50,=',20,nM,"8,698,970,004"
772,CHEMBL3644601,295.34,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(S(=O)(=O)c3cccc(C(F)(F)F)c3)CC1)N2,IC50,=',20,nM,"8,698,970,004"
773,CHEMBL1089332,430.49,O=c1[nH]c2ccc(OC3CCN(CCN4CCCCC4)CC3)cc2c2c1CSCC2,IC50,=',20,nM,"8,698,970,004"
774,CHEMBL432406,459.53,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccn2)CC1,IC50,=',20,nM,"8,698,970,004"
775,CHEMBL550724,434.47,CN1CCC(CC(=O)NCCc2c[nH]c3ccc4c(c23)CCNC4=O)CC1,IC50,=',20,nM,"8,698,970,004"
776,CHEMBL4277920,348.36,CC(C)CC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4n3C)sc21,IC50,=',20,nM,"8,698,970,004"
777,CHEMBL3105406,377.45,C=CCOC(=O)N1CCCC(C(=O)N2CCN(C(=O)CCc3nc4ccccc4c(=O)[nH]3)CC2)C1,IC50,=',20,nM,"8,698,970,004"
778,CHEMBL1935257,377.45,CN(CC(=O)OC(C)(C)C)CC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,IC50,=',20,nM,"8,698,970,004"
779,CHEMBL4072184,386.5,O=C1NC(=O)/C(=C/c2cn(Cc3cccc(C(F)(F)F)c3)c3ccccc23)S1,IC50,=',20,nM,"8,698,970,004"
780,CHEMBL553004,298.32,CCc1ccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)cc1,IC50,=',20,nM,"8,698,970,004"
781,CHEMBL110729,459.53,O=C(CCn1c2c(c(=O)[nH]c1=O)CC=CCC2)NCC(=O)N1CCN(c2ncccn2)CC1,IC50,=',20,nM,"8,698,970,004"
782,CHEMBL108106,341.37,CCN(CC)CCNc1ccc2nc(O)c3ccccc3c2n1,IC50,=',20,nM,"8,698,970,004"
783,CHEMBL3906567,459.53,Cn1c2c3c4c(cccc41)C(=O)NN=C3CC(C)(C)C2,IC50,=',20,nM,"8,698,970,004"
784,CHEMBL3900548,348.41,O=C1NN=C2CC(c3ccccc3)Cc3[nH]c4cc(F)cc1c4c32,IC50,=',20,nM,"8,698,970,004"
785,CHEMBL4461708,395.2,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Cl)c2cc3c(c(O)c12)C(=O)c1c(cc(O)c(Cl)c1O)C3(C)C,IC50,=',20,nM,"8,698,970,004"
786,CHEMBL2414048,487.58,O=C(Nc1cccc2c(=O)[nH]ccc12)c1ccc(C(F)(F)F)cc1,IC50,=',20,nM,"8,698,970,004"
787,CHEMBL4165488,401.47,COc1cc(/C=C/C(=O)Nc2nc(-c3ccccc3)cs2)cc(OC)c1,IC50,=',20,nM,"8,698,970,004"
788,CHEMBL3649721,218.23,NC(=O)c1cccc2cn(-c3ccccc3)nc12,IC50,=',20,nM,"8,698,970,004"
789,CHEMBL3105876,438.51,O=c1[nH]nc2c3c(cccc13)NC(c1ccccn1)C2c1ccccn1,IC50,=',20,nM,"8,698,970,004"
790,CHEMBL516910,464.55,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1ccncc1,IC50,=',20,nM,"8,698,970,004"
791,CHEMBL480528,522.59,O=S(=O)(CCN1CCCCC1)N1CCc2c(nc(O)c3ccccc23)C1,IC50,=',20,nM,"8,698,970,004"
792,CHEMBL2322612,377.45,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCCC(=O)N1CCN(c2ncccn2)CC1,IC50,=',20,nM,"8,698,970,004"
793,CHEMBL312316,307.35,CN(Cc1ccccc1)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,IC50,=',20,nM,"8,698,970,004"
794,CHEMBL3593993,314.78,NC(=O)c1cc(Cl)c2ccc(-c3ccc(C(=O)N4CCN(C(=O)C5CC5)CC4)cc3)nn12,IC50,=',20,nM,"8,698,970,004"
795,CHEMBL4783227,475.55,O=C(Oc1cccc2c(O)nccc12)c1ccccc1,IC50,=',20,nM,"8,698,970,004"
796,CHEMBL4861171,392.46,NC(=O)c1cccc2[nH]n(C3CCN(Cc4ccco4)CC3)c(=O)c12,IC50,=',20,nM,"8,698,970,004"
797,CHEMBL3644589,347.42,CCOC(=O)C1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,IC50,=',20,nM,"8,698,970,004"
798,CHEMBL5083291,351.49,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,IC50,=',20,nM,"8,698,970,004"
799,CHEMBL4551975,307.35,COc1ccc(-c2cc(=O)c3ccc(O)cc3o2)cc1,IC50,=',20,nM,"8,698,970,004"
800,CHEMBL595394,406.51,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2nc3c(c(=O)[nH]2)COCC3)CC(F)(F)F)CC1,IC50,=',20,nM,"8,698,970,004"
801,CHEMBL201869,327.43,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCc2ccccc2C1,IC50,=',21,nM,"8,677,780,705"
802,CHEMBL3917574,279.2,CN(C)CCN1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,IC50,=',21,nM,"8,677,780,705"
803,CHEMBL3970120,331.38,Cn1ccnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccccc1,IC50,=',21,nM,"8,677,780,705"
804,CHEMBL4215482,438.51,O=C1NCCn2c(-c3ccc(CN4CCCC4)cc3)nc3cncc1c32,IC50,=',21,nM,"8,677,780,705"
805,CHEMBL4868231,389.46,O=C(c1ccc(Cl)cc1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,IC50,=',21,nM,"8,677,780,705"
806,CHEMBL2237223,493.61,CC(C)(O)c1ccc(-c2nc3cccc(F)c3c(=O)[nH]2)cc1,IC50,=',21,nM,"8,677,780,705"
807,CHEMBL3644776,276.31,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCC(CCO)CC3)cc1-2,IC50,=',21.7,nM,"8,663,540,266"
808,CHEMBL551854,340.36,CN1CCCN(C(=O)c2cc3[nH]c(=O)c4ccccc4n3n2)CC1,IC50,=',21.8,nM,"8,661,543,506"
809,CHEMBL3394712,473.49,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(CC(F)(F)F)C1,IC50,=',21.8,nM,"8,661,543,506"
810,CHEMBL395610,466.5,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(Nc5ccccc5)CCCC4)CC3)c2)n[nH]c(=O)c1C,IC50,=',21.88,nM,"8,659,952,682"
811,CHEMBL3765434,454.91,Cn1ccnc1C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccc(F)cc1,IC50,=',22,nM,"8,657,577,319"
812,CHEMBL3735519,408.5,O=C(COc1ccc(I)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,IC50,=',22,nM,"8,657,577,319"
813,CHEMBL1813880,588.56,Cc1ccc(C(C)C)c(Br)c1Oc1ccc(Cl)cc1NC(=O)c1cc(Cl)cc(Br)c1O,IC50,=',22,nM,"8,657,577,319"
814,CHEMBL593610,514.61,CNCc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1C(F)(F)F,IC50,=',22,nM,"8,657,577,319"
815,CHEMBL2237226,391.48,CCN1CCN(C(=O)c2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,IC50,=',22,nM,"8,657,577,319"
816,CHEMBL1707591,493.41,CC(C)CC(=O)Nc1nnc2n1CCS2,IC50,=',22,nM,"8,657,577,319"
817,CHEMBL3932754,363.42,COc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)CCC4)CC2)cc1,IC50,=',22,nM,"8,657,577,319"
818,CHEMBL2322618,468.54,CCCN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1C,IC50,=',22,nM,"8,657,577,319"
819,CHEMBL5087572,314.35,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cccnc2)cc1,IC50,=',22,nM,"8,657,577,319"
820,CHEMBL3644613,330.39,NC(=O)c1cc(Cl)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,IC50,=',22,nM,"8,657,577,319"
821,CHEMBL4864330,466.5,COc1cc(CN2CCC(=O)CC2)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,=',22,nM,"8,657,577,319"
